,CDSCode,School,Zip,EILCode,Virtual,Latitude,Longitude,LastUpDate,Address,Zipcode
547,37683386109599,Hage Elementary,92126-4823,ELEM,N,32.920514,-117.12094,2020-08-13,"9750 Galvin Avenue,San Diego,CA,92126",92126
548,37683386112460,Kumeyaay Elementary,92124-4031,ELEM,N,32.836632,-117.09116,2020-08-13,"6475 Antigua Boulevard,San Diego,CA,92124",92124
549,37683386112478,Nye Elementary,92114-6574,ELEM,N,32.696055,-117.07013,2020-08-13,"981 Valencia Parkway,San Diego,CA,92114",92114
550,37683386112726,Dingeman Elementary,92131-3701,ELEM,N,32.933134,-117.0907,2020-08-13,"11840 Scripps Creek Drive,San Diego,CA,92131",92131
551,37683386113211,McGill School of Success,92102-1123,ELEM,N,32.725479,-117.1297,2020-01-27,"3025 Fir Street,San Diego,CA,92102",92102
552,37683386114060,Clark Middle,92105-4238,INTMIDJR,N,32.740317,-117.10004,2019-02-13,"4388 Thorn Street,San Diego,CA,92105",92105
553,37683386114292,Kimbrough Elementary,92102-3132,ELEM,N,32.708732,-117.13288,2020-07-02,"321 Hoitt Street,San Diego,CA,92102",92102
554,37683386114300,Chavez Elementary,92113-4037,ELEM,N,32.691605,-117.10807,2020-07-02,"1404 South 40th Street,San Diego,CA,92113",92113
555,37683386114375,Rosa Parks Elementary,92105-2822,ELEM,N,32.745833,-117.09748,2020-07-02,"4510 Landis Street,San Diego,CA,92105",92105
556,37683386115331,Marshall Middle,92131-2135,INTMIDJR,N,32.896523,-117.10011,2020-08-13,"9700 Avenue of Nations,San Diego,CA,92131",92131
557,37683386115570,Museum,92103-6527,ELEM,N,32.732423,-117.16514,2019-02-13,"211 Maple Street,San Diego,CA,92103",92103
558,37683386117279,Holly Drive Leadership Academy,92102-1354,ELEM,N,32.724151,-117.09257,2020-08-13,"4801 Elm Street,San Diego,CA,92102",92102
559,37683386117683,High Tech Elementary Explorer,92106-6128,ELEM,N,32.734604,-117.21975,2020-08-13,"2230 Truxtun Road 1st Floor,San Diego,CA,92106",92106
560,37683386119135,Scripps Elementary,92131-3743,ELEM,N,32.930673,-117.08174,2020-08-13,"11778 Cypress Canyon Road,San Diego,CA,92131",92131
561,37683386119168,San Diego Cooperative Charter,92111-6128,ELEM,N,32.791139,-117.16638,2020-08-13,"7260 Linda Vista Road,San Diego,CA,92111",92111
562,37683386119598,King-Chavez Academy of Excellence,92113-2412,ELEM,N,32.697962,-117.1358,2020-08-13,"2716 Marcy Avenue,San Diego,CA,92113",92113
563,37683386120935,Albert Einstein Academy Charter Elementary,92102-1718,ELEM,N,32.720187,-117.12946,2019-02-13,"3035 Ash Street,San Diego,CA,92102",92102
564,37683460106328,Canyon Crest Academy,92130-2499,HS,N,32.96024,-117.18835,2020-08-13,"5951 Village Center Loop Road,San Diego,CA,92130",92130
565,37683460131649,Pacific Trails Middle,92130-2499,INTMIDJR,N,32.958864,-117.18624,2020-08-13,"5975 Village Center Loop Road,San Diego,CA,92130",92130
566,37683463730033,Torrey Pines High,92130-1316,HS,N,32.956384,-117.22497,2020-08-13,"3710 Del Mar Heights Road,San Diego,CA,92130",92130
567,37683463731007,La Costa Canyon High,92009,HS,N,33.075076,-117.23236,2020-08-13,"1 Maverick Way,Encinitas,CA,92009",92009
568,37683463737384,Sunset High (Continuation),92024-3703,HS,N,33.043504,-117.27747,2019-02-13,"684 Requeza Street,Encinitas,CA,92024",92024
569,37683463737418,San Dieguito HS Academy,92024-3357,HS,N,33.036329,-117.27501,2019-02-13,"800 Santa Fe Drive,Encinitas,CA,92024",92024
570,37683466059737,Oak Crest Middle,92024-3996,INTMIDJR,N,33.042141,-117.26833,2020-08-13,"675 Balour Drive,Encinitas,CA,92024",92024
571,37683466061998,Earl Warren Middle,92075-2038,INTMIDJR,N,32.995158,-117.26242,2020-08-13,"155 Stevens Street,Solana Beach,CA,92075",92075
572,37683466104749,Diegueno Middle,92024-5400,INTMIDJR,N,33.056629,-117.24202,2019-02-13,"2150 Village Park Way,Encinitas,CA,92024",92024
573,37683466117352,Carmel Valley Middle,92130-3572,INTMIDJR,N,32.946669,-117.22895,2020-08-13,"3800 Mykonos Lane,San Diego,CA,92130",92130
574,37683536040331,San Pasqual Union Elementary,92027-6700,ELEM,N,33.111418,-117.01127,2020-08-13,"15305 Rockwood Road,Escondido,CA,92027",92027
575,37683616040349,Cajon Park Elementary,92071-1704,ELEM,N,32.865962,-116.97111,2020-08-13,"10300 Magnolia Avenue,Santee,CA,92071",92071
576,37683616040356,Carlton Hills Elementary,92071-2515,ELEM,N,32.848026,-116.99684,2020-08-13,"9353 Pike Road,Santee,CA,92071",92071
577,37683616040364,Chet F. Harritt Elementary,92071-3513,ELEM,N,32.831437,-117.01939,2020-08-13,"8120 Arlette Street,Santee,CA,92071",92071
578,37683616040372,Pepper Drive Elementary,92020-1155,ELEM,N,32.826876,-116.95401,2020-08-13,"1935 Marlinda Way,El Cajon,CA,92020",92020
579,37683616040380,PRIDE Academy at Prospect Avenue,92071-3798,ELEM,N,32.833793,-116.996,2020-08-13,"9303 Prospect Avenue,Santee,CA,92071",92071
580,37683616040406,Sycamore Canyon Elementary,92071-1099,ELEM,N,32.862781,-117.00388,2020-08-13,"10201 Settle Road,Santee,CA,92071",92071
581,37683616068159,Carlton Oaks Elementary,92071-2354,ELEM,N,32.844606,-117.01489,2020-08-13,"9353 Wethersfield Road,Santee,CA,92071",92071
582,37683616085153,Rio Seco Elementary,92071-2674,ELEM,N,32.851376,-116.98324,2020-08-13,"9545 Cuyamaca Street,Santee,CA,92071",92071
583,37683616085161,Hill Creek Elementary,92071-2836,ELEM,N,32.852951,-116.96326,2020-08-13,"9665 Jeremy Street,Santee,CA,92071",92071
584,37683616111041,Santee Alternative,92071,ELEM,N,32.862499,-116.97421,2019-02-13,"10250 El Nopal,Santee,CA,92071",92071
585,37683616120190,Santee Success Program,92071-1998,INTMIDJR,N,32.865952,-116.97111,2019-02-13,"10280 North Magnolia Avenue,Santee,CA,92071",92071
586,37683790123000,Willow Elementary,92173-3096,ELEM,N,32.547737,-117.04235,2019-02-13,"226 Willow Road,San Ysidro,CA,92173",92173
587,37683790137737,Vista Del Mar,92154-8401,INTMIDJR,N,32.570714,-117.02802,2020-08-13,"4885 Del Sol Boulevard,San Diego,CA,92154",92154
588,37683796085146,Smythe Elementary,92173-1599,ELEM,N,32.562092,-117.04941,2019-02-13,"1880 Smythe Avenue,San Ysidro,CA,92173",92173
589,37683796089007,La Mirada Elementary,92173-1508,ELEM,N,32.564207,-117.04606,2020-08-13,"222 Avenida de la Madrid,San Ysidro,CA,92173",92173
590,37683796093264,Sunset Elementary,92173-3334,ELEM,N,32.5582,-117.04998,2019-02-13,"3825 Sunset Lane,San Ysidro,CA,92173",92173
591,37683796098453,San Ysidro Middle,92173-1623,INTMIDJR,N,32.562958,-117.03832,2020-08-13,"4345 Otay Mesa Road,San Ysidro,CA,92173",92173
592,37683796119341,Ocean View Hills,92154-8488,ELEM,N,32.572128,-117.02577,2019-10-24,"4919 Del Sol Boulevard,San Diego,CA,92154",92154
593,37683870105825,Solana Pacific Elementary,92130-2584,ELEM,N,32.952072,-117.23132,2020-08-13,"3901 Townsgate Drive,San Diego,CA,92130",92130
594,37683870129049,Solana Ranch Elementary,92130-5791,ELEM,N,32.964436,-117.19227,2020-08-13,"13605 Pacific Highlands Ranch Parkway,San Diego,CA,92130",92130
595,37683876040455,Skyline Elementary,92075-1400,ELEM,N,32.996163,-117.26298,2020-08-13,"606 Lomas Santa Fe Drive,Solana Beach,CA,92075",92075
596,37683876070882,Solana Vista Elementary,92075-1535,ELEM,N,33.00415,-117.25085,2020-08-13,"780 Santa Victoria Avenue,Solana Beach,CA,92075",92075
597,37683876106140,Solana Highlands Elementary,92130-1808,ELEM,N,32.954318,-117.24018,2020-08-13,"3520 Long Run Drive,San Diego,CA,92130",92130
598,37683876111181,Solana Santa Fe Elementary,92067-8940,ELEM,N,32.997084,-117.19246,2020-08-13,"6570 El Apajo,Rancho Santa Fe,CA,92067",92067
599,37683876112353,Carmel Creek Elementary,92130-2480,ELEM,N,32.950872,-117.22565,2020-08-13,"4210 Carmel Center Road,San Diego,CA,92130",92130
600,37683950125872,VIP Village Preschool,91932-3353,PS,N,32.574671,-117.11211,2015-01-12,"1001 Fern Avenue,Imperial Beach,CA,91932",91932
601,37683950140327,SBUSD Virtual Academy,91932-1101,ELEM,V,32.586297,-117.12711,2020-08-26,"525 Third Street,Imperial Beach,CA,91932",91932
602,37683956040463,Bayside STEAM Academy,91932-1524,ELEM,N,32.587565,-117.11311,2020-08-13,"490 Emory Street,Imperial Beach,CA,91932",91932
603,37683956040471,Central Elementary,91932-2920,ELEM,N,32.577528,-117.10592,2020-08-13,"1290 Ebony Avenue,Imperial Beach,CA,91932",91932
604,37683956040489,Emory Elementary,92154-2021,ELEM,N,32.576466,-117.09159,2020-08-13,"1915 Coronado Avenue,San Diego,CA,92154",92154
605,37683956040505,Imperial Beach Charter,91932-2706,ELEM,N,32.576599,-117.11967,2020-08-13,"650 Imperial Beach Boulevard,Imperial Beach,CA,91932",91932
606,37683956040513,Nestor Language Academy Charter,92154-4063,ELEM,N,32.570376,-117.0841,2019-02-13,"1455 Hollister Street,San Diego,CA,92154",92154
607,37683956040521,Oneonta Elementary,91932-3403,ELEM,N,32.57272,-117.11215,2019-02-13,"1311 Tenth Street,Imperial Beach,CA,91932",91932
608,37683956040539,Sunnyslope Elementary,92154-1498,ELEM,N,32.58014,-117.07974,2019-07-15,"2500 Elm Avenue,San Diego,CA,92154",92154
609,37683956067029,Godfrey G. Berry Elementary,92154-3032,ELEM,N,32.568151,-117.08999,2020-08-13,"2001 Rimbey Street,San Diego,CA,92154",92154
610,37683956094973,Howard Pence Elementary,92154-2256,ELEM,N,32.579102,-117.06191,2019-07-15,"877 Via Tonga Court,San Diego,CA,92154",92154
611,37683956098487,George Nicoloff Elementary,92173-1235,ELEM,N,32.564248,-117.06662,2020-07-09,"1777 Howard Avenue,San Ysidro,CA,92173",92173
612,37683956116008,Teofilo Mendoza,92154-2034,ELEM,N,32.576464,-117.08954,2020-08-13,"2050 Coronado Avenue,San Diego,CA,92154",92154
613,37684030125401,Insight @ San Diego,93065-1800,HS,F,34.275868,-118.79798,2020-08-13,"50 Moreland Road,Simi Valley,CA,93065",93065
614,37684036040554,Spencer Valley Elementary,92070-0159,ELEM,N,33.09656,-116.64555,2019-02-13,"4414 Highway 78 and 79,Santa Ysabel,CA,92070",92070
615,37684036120893,California Virtual Academy @ San Diego,93065-1800,ELEMHIGH,V,34.275868,-118.79798,2020-08-13,"50 Moreland Road,Simi Valley,CA,93065",93065
616,37684110111831,Olympian High,91913-3973,HS,N,32.607105,-116.97209,2019-02-13,"1925 Magdalena Avenue,Chula Vista,CA,91913",91913
617,37684110115873,East Hills Academy,91913,HS,N,32.6101,-117.0768,2020-08-13,"1791 Rock Mountain Road,Chula Vista,CA,91913",91913
618,37684110126086,Hawking S.T.E.A.M. Charter,91910-2445,ELEM,N,32.643349,-117.08896,2020-05-04,"489 E Street,Chula Vista,CA,91910",91910
619,37684113730124,Southwest Senior High,92154-4548,HS,N,32.568057,-117.08409,2019-08-26,"1685 Hollister Street,San Diego,CA,92154",92154
620,37684113730132,Montgomery Adult,92154-1507,A,N,32.585313,-117.06205,2019-08-26,"3240 Palm Avenue,San Diego,CA,92154",92154
621,37684113730405,Bonita Vista Senior High,91913-2004,HS,N,32.64603,-117.00114,2019-02-13,"751 Otay Lakes Road,Chula Vista,CA,91913",91913
622,37684113730801,Castle Park Senior High,91911-4529,HS,N,32.606982,-117.05284,2019-02-13,"1395 Hilltop Drive,Chula Vista,CA,91911",91911
623,37684113730843,Eastlake High,91915-2102,HS,N,32.646442,-116.96522,2019-08-26,"1120 Eastlake Parkway,Chula Vista,CA,91915",91915
624,37684113731064,Chula Vista Senior High,91911-1102,HS,N,32.622027,-117.07697,2020-08-12,"820 Fourth Avenue,Chula Vista,CA,91911",91911
625,37684113731106,San Ysidro Adult Education Center,92173,A,N,32.558871,-117.04133,2019-08-26,"4220 Otay Mesa Road,San Ysidro,CA,92173",92173
626,37684113731155,Options Secondary,91911-1705,HS,N,32.61526,-117.07696,2020-08-13,"467 Moss Street,Chula Vista,CA,91911",91911
627,37684113731171,Chula Vista Adult,91911,A,N,32.614769,-117.075,2019-08-26,"1034 Fourth Avenue,Chula Vista,CA,91911",91911
628,37684113731304,MAAC Community Charter,91911-4302,HS,N,32.604299,-117.06543,2019-02-13,"1385 Third Avenue,Chula Vista,CA,91911",91911
629,37684113731460,Alta Vista Academy,91911-6618,HS,N,32.61872,-117.02445,2020-08-13,"730 Medical Center Court,Chula Vista,CA,91911",91911
630,37684113731502,San Ysidro High,92154-4806,HS,N,32.566438,-117.01748,2019-02-13,"5353 Airway Road,San Diego,CA,92154",92154
631,37684113731627,Otay Ranch Senior High,91913-1900,HS,N,32.619073,-116.99635,2019-02-13,"1250 Olympic Parkway,Chula Vista,CA,91913",91913
632,37684113732047,Palomar High,91911-3098,HS,N,32.604757,-117.07385,2019-08-27,"480 Palomar Street,Chula Vista,CA,91911",91911
633,37684113732849,Hilltop Senior High,91910-6105,HS,N,32.636851,-117.0599,2019-10-31,"555 Claire Avenue,Chula Vista,CA,91910",91910
634,37684113733953,Mar Vista Senior High,91932-2027,HS,N,32.580208,-117.12224,2019-08-26,"505 Elm Avenue,Imperial Beach,CA,91932",91932
635,37684113738184,National City Adult,91950,A,N,32.663588,-117.096,2019-08-26,"517 West 24th Street,National City,CA,91950",91950
636,37684113738226,Sweetwater High,91950-7415,HS,N,32.659933,-117.0917,2019-02-13,"2900 Highland Avenue,National City,CA,91950",91950
637,37684113738234,Montgomery Senior High,92154-1507,HS,N,32.583873,-117.06422,2019-08-26,"3250 Palm Avenue,San Diego,CA,92154",92154
638,37684116059745,Bonita Vista Middle,91910-6910,INTMIDJR,N,32.648596,-117.00527,2019-02-13,"650 Otay Lakes Road,Chula Vista,CA,91910",91910
639,37684116059752,Castle Park Middle,91911-4414,INTMIDJR,N,32.604981,-117.05939,2019-02-13,"160 Quintard Street,Chula Vista,CA,91911",91911
640,37684116059760,Chula Vista Middle,91910-4305,INTMIDJR,N,32.635067,-117.08645,2020-08-10,"415 Fifth Avenue,Chula Vista,CA,91910",91910
641,37684116059778,Granger Junior High,91950-6299,INTMIDJR,N,32.672621,-117.07383,2019-08-26,"2101 Granger Avenue,National City,CA,91950",91950
642,37684116059786,Mar Vista Academy,92154-2802,INTMIDJR,N,32.57488,-117.09709,2019-02-13,"1267 Thermal Avenue,San Diego,CA,92154",92154
643,37684116059794,National City Middle,91950-4535,INTMIDJR,N,32.669245,-117.09973,2019-08-26,"1701 D Avenue,National City,CA,91950",91950
644,37684116062004,Hilltop Middle,91910-6115,INTMIDJR,N,32.630395,-117.06408,2019-08-26,"44 East J Street,Chula Vista,CA,91910",91910
645,37684116062012,Southwest Middle,92154-3338,INTMIDJR,N,32.569138,-117.07381,2019-02-13,"2710 Iris Street,San Diego,CA,92154",92154
646,37684116070890,Montgomery Middle,92154-3548,INTMIDJR,N,32.576045,-117.05612,2019-02-13,"1051 Picador Boulevard,San Diego,CA,92154",92154
647,37684116114276,Rancho del Rey Middle,91910-7040,INTMIDJR,N,32.630868,-117.00764,2019-02-13,"1174 East J Street,Chula Vista,CA,91910",91910
648,37684116117154,Sweetwater Community Day,91911-4404,HS,N,32.605905,-117.06115,2020-08-13,"1355 Second Avenue,Chula Vista,CA,91911",91911
649,37684116120968,Eastlake Middle,91914-2626,INTMIDJR,N,32.655591,-116.94818,2019-08-26,"900 Duncan Ranch Road,Chula Vista,CA,91914",91914
650,37684376040562,Vallecitos Elementary,92028-9795,ELEM,N,33.413921,-117.14871,2020-08-13,"5211 Fifth Street,Rainbow,CA,92028",92028
651,37684520100925,T.H.E Leadership Academy,92056-3066,ELEM,N,33.218505,-117.27087,2020-08-13,"1550 Temple Heights Drive,Oceanside,CA,92056",92056
652,37684520100933,Hannalei Elementary,92083-7625,ELEM,N,33.178337,-117.21575,2020-08-13,"120 Hannalei Drive,Vista,CA,92083",92083
653,37684520105882,Foothill Oak Elementary,92084-4001,ELEM,N,33.218194,-117.22187,2020-08-13,"1370 Oak Drive,Vista,CA,92084",92084
654,37684520106120,SIATech,92056-3582,HS,C,33.216092,-117.26989,2020-08-31,"2611 Temple Heights Drive, Suite A,Oceanside,CA,92056",92056
655,37684520111237,Maryland Elementary,92084-2906,ELEM,N,33.215538,-117.25793,2020-08-13,"700 North Avenue,Vista,CA,92084",92084
656,37684520114264,North County Trade Tech High,92083-3467,HS,N,33.212842,-117.25511,2020-08-13,"1132 N Melrose Drive, Suite 501,Vista,CA,92083",92083
657,37684520114637,"Vista Magnet Middle School of Technology, Science, and Math",92084-6035,INTMIDJR,N,33.20314,-117.23667,2020-08-13,"151 Civic Center Drive,Vista,CA,92084",92084
658,37684520115451,Major General Raymond Murray High,92083-5720,HS,N,33.198351,-117.25582,2020-08-13,"215 North Melrose Drive,Vista,CA,92083",92083
659,37684520118430,Mission Vista High,92057-4649,HS,N,33.25599,-117.26381,2020-08-13,"1306 Melrose Drive,Oceanside,CA,92057",92057
660,37684520124917,Guajome Learning Center,92083-1534,ELEMHIGH,C,33.230575,-117.25014,2020-08-13,"2000 North Santa Fe Avenue,Vista,CA,92083",92083
661,37684520126300,Vista Visions Academy,92084-3572,ELEMHIGH,C,33.222677,-117.21924,2020-08-13,"1575 Bonair Drive,Vista,CA,92084",92084
662,37684520128223,Bella Mente Montessori Academy,92083-2112,ELEM,N,33.189574,-117.27872,2020-08-13,"1737 West Vista Way,Vista,CA,92083",92083
663,37684523730207,Vista Adult Transition Center,92084-3027,ELEMHIGH,N,33.221287,-117.24111,2020-08-13,"325 East Bobier Drive,Vista,CA,92084",92084
664,37684523730298,Vista Adult,92081,A,N,33.187198,-117.24038,2019-09-24,"510 Sunset Drive,Vista,CA,92081",92081
665,37684523730728,Rancho Buena Vista High,92081-5423,HS,N,33.164594,-117.24715,2020-08-13,"1601 Longhorn Drive,Vista,CA,92081",92081
666,37684523730942,Guajome Park Academy Charter,92083-1534,ELEMHIGH,C,33.23012,-117.24877,2019-02-13,"2000 North Santa Fe Avenue,Vista,CA,92083",92083
667,37684523732039,Alta Vista High (Continuation),92084-3572,HS,N,33.222471,-117.2196,2020-08-13,"1575 Bonair Drive,Vista,CA,92084",92084
668,37684523738705,Vista High,92084-3101,HS,N,33.223361,-117.2419,2020-08-13,"1 Panther Drive,Vista,CA,92084",92084
669,37684526040588,Beaumont Elementary,92084-6321,ELEM,N,33.198044,-117.22481,2020-08-13,"550 Beaumont Drive,Vista,CA,92084",92084
670,37684526040596,Bobier Elementary,92083-1903,ELEM,N,33.221088,-117.24761,2020-08-13,"220 West Bobier Drive,Vista,CA,92083",92083
671,37684526040604,California Avenue Elementary,92083-3622,ELEM,N,33.207511,-117.24664,2020-08-13,"215 West California Avenue,Vista,CA,92083",92083
672,37684526040620,Grapevine Elementary,92083-5599,ELEM,N,33.199834,-117.27374,2020-06-11,"630 Grapevine Road,Vista,CA,92083",92083
673,37684526040638,Monte Vista Elementary,92084-7122,ELEM,N,33.190319,-117.21212,2020-08-13,"1720 Monte Vista Road,Vista,CA,92084",92084
674,37684526040653,Vista Academy of Visual and Performing Arts,92083-3631,ELEM,N,33.207469,-117.24508,2020-08-13,"600 North Santa Fe Avenue,Vista,CA,92083",92083
675,37684526059802,Rancho Minerva Middle,92084-6035,INTMIDJR,N,33.204318,-117.20552,2020-08-13,"2245 Foothill Drive,Vista,CA,92084",92084
676,37684526059810,Vista Innovation and Design Academy,92083-3396,INTMIDJR,N,33.204628,-117.25714,2020-08-13,"740 Olive Avenue,Vista,CA,92083",92083
677,37684526069124,Casita Center for Science/Math/Technology,92083-5108,ELEM,N,33.191355,-117.28465,2020-08-13,"260 Cedar Drive,Vista,CA,92083",92083
678,37684526107031,Alamosa Park Elementary,92057-6301,ELEM,N,33.239596,-117.28112,2020-08-13,"5130 Alamosa Park Drive,Oceanside,CA,92057",92057
679,37684526107577,Roosevelt Middle,92057-6937,INTMIDJR,N,33.235127,-117.28067,2020-08-13,"850 Sagewood Drive,Oceanside,CA,92057",92057
680,37684526107585,Lake Elementary,92056-4749,ELEM,N,33.17323,-117.25791,2020-08-13,"4950 Lake Boulevard,Oceanside,CA,92056",92056
681,37684526108708,Empresa Elementary,92056-6541,ELEM,N,33.223041,-117.28771,2020-08-13,"4850 Avenida Empresa,Oceanside,CA,92056",92056
682,37684526110399,Breeze Hill Elementary,92083-6505,ELEM,N,33.18517,-117.25456,2020-08-13,"1111 Melrose Way,Vista,CA,92083",92083
683,37684526110407,Mission Meadows Elementary,92056-5714,ELEM,N,33.246059,-117.25806,2020-08-13,"5657 Spur Avenue,Oceanside,CA,92056",92056
684,37684526112221,Madison Middle,92056-4749,INTMIDJR,N,33.173316,-117.25871,2020-08-13,"4930 Lake Boulevard,Oceanside,CA,92056",92056
685,37735283736808,San Diego Continuing Education,92113-1915,A,,32.699457,-117.10188,2016-01-30,"4343 Ocean View Boulevard,San Diego,CA,92113",92113
686,37735510107557,Calavera Hills Middle,92008-7101,INTMIDJR,N,33.172385,-117.29083,2020-08-13,"4104 Tamarack Avenue,Carlsbad,CA,92008",92008
687,37735510113498,Poinsettia Elementary,92009-1733,ELEM,N,33.1186,-117.2562,2020-08-13,"2445 Mica Road,Carlsbad,CA,92009",92009
688,37735510127423,Sage Creek High,92010-5573,HS,N,33.142565,-117.24945,2020-08-13,"3900 Bobcat Boulevard,Carlsbad,CA,92010",92010
689,37735513730017,Carlsbad Village Academy,92008-2785,HS,N,33.162338,-117.32762,2020-08-13,"3557 Monroe Street,Carlsbad,CA,92008",92008
690,37735513730694,Carlsbad High,92008-2729,HS,N,33.162399,-117.32698,2020-08-13,"3557 Monroe Street,Carlsbad,CA,92008",92008
691,37735513730892,Carlsbad Adult Transition,92009,A,N,33.122871,-117.26761,2016-10-08,"6225 El Camino Real,Carlsbad,CA,92009",92009
692,37735513731163,Carlsbad Seaside Academy,92008-2785,HS,N,33.162338,-117.32762,2019-02-13,"3557 Monroe Street,Carlsbad,CA,92008",92008
693,37735516037774,Buena Vista Elementary,92008-1535,ELEM,N,33.168932,-117.34252,2020-08-13,"1330 Buena Vista Way,Carlsbad,CA,92008",92008
694,37735516037782,Jefferson Elementary,92008-3336,ELEM,N,33.153787,-117.33958,2020-08-13,"3743 Jefferson Street,Carlsbad,CA,92008",92008
695,37735516037790,Magnolia Elementary,92008-2632,ELEM,N,33.160076,-117.3267,2020-08-13,"1905 Magnolia Avenue,Carlsbad,CA,92008",92008
696,37735516037816,Valley Middle,92008-2626,INTMIDJR,N,33.158874,-117.32931,2020-08-13,"1645 Magnolia Avenue,Carlsbad,CA,92008",92008
697,37735516099352,Kelly Elementary,92008-3734,ELEM,N,33.14836,-117.31122,2020-08-13,"4885 Kelly Drive,Carlsbad,CA,92008",92008
698,37735516106512,Hope Elementary,92008-2430,ELEM,N,33.17052,-117.30462,2020-08-13,"3010 Tamarack Avenue,Carlsbad,CA,92008",92008
699,37735516109201,Aviara Oaks Elementary,92009-2430,ELEM,N,33.101346,-117.27667,2020-08-13,"6900 Ambrosia Lane,Carlsbad,CA,92009",92009
700,37735516116578,Pacific Rim Elementary,92009-3400,ELEM,N,33.110252,-117.30595,2020-08-13,"1100 Camino de las Ondas,Carlsbad,CA,92009",92009
701,37735516118137,Aviara Oaks Middle,92011-5057,INTMIDJR,N,33.103077,-117.27894,2020-08-13,"6880 Ambrosia Lane,Carlsbad,CA,92011",92011
702,37735516120711,Calavera Hills Elementary,92008-7101,ELEM,N,33.172385,-117.29083,2020-08-13,"4100 Tamarack Avenue,Carlsbad,CA,92008",92008
703,37735690113514,Louise Foussat Elementary,92058-0678,ELEM,N,33.237973,-117.32914,2020-08-13,"3800 Pala Road,Oceanside,CA,92058",92058
704,37735690113522,Cesar Chavez Middle,92057-6122,INTMIDJR,N,33.241726,-117.30066,2020-08-13,"202 Oleander Drive,Oceanside,CA,92057",92057
705,37735690136267,Coastal Academy Charter,92056-5805,ELEMHIGH,C,33.206522,-117.29292,2020-08-13,"4096 Calle Platino,Oceanside,CA,92056",92056
706,37735690140079,Surfside Academy,92054-5103,ELEMHIGH,V,33.18541,-117.36811,2020-08-19,"1125 South Ditmar Street,Oceanside,CA,92054",92054
707,37735690140343,Oceanside Unified School District Adult Transition Program,92058-2311,UG,N,33.208707,-117.36229,2020-09-09,"707 Carey Road,Oceanside,CA,92058",92058
708,37735693731221,Pacific View Charter,92056-2669,ELEMHIGH,N,33.210649,-117.31151,2019-02-13,"3670 Ocean Ranch Boulevard,Oceanside,CA,92056",92056
709,37735693735206,Oceanside High,92054-3066,HS,C,33.197067,-117.37414,2020-07-08,"1 Pirates Cove,Oceanside,CA,92054",92054
710,37735693739018,El Camino High,92057-8316,HS,C,33.219594,-117.31909,2019-03-25,"400 Rancho del Oro Drive,Oceanside,CA,92057",92057
711,37735693739026,Surfside High (Continuation),92054-5103,HS,C,33.18541,-117.36811,2020-08-20,"1125 South Ditmar Street,Oceanside,CA,92054",92054
712,37735696038830,Jefferson Middle,92058-2305,INTMIDJR,N,33.208382,-117.36389,2020-08-13,"823 Acacia Street,Oceanside,CA,92058",92058
713,37735696038848,Laurel Elementary,92058-2217,ELEM,N,33.207375,-117.37345,2020-08-13,"1410 Laurel Street,Oceanside,CA,92058",92058
714,37735696038855,Libby Elementary,92057-4316,ELEM,N,33.251715,-117.30467,2020-08-13,"423 West Redondo Drive,Oceanside,CA,92057",92057
715,37735696038863,Lincoln Middle,92054-5683,INTMIDJR,N,33.187731,-117.35255,2020-08-13,"2000 California Street,Oceanside,CA,92054",92054
716,37735696038871,Mission Elementary,92058-2327,ELEM,N,33.205741,-117.36293,2020-08-13,"2100 Mission Avenue,Oceanside,CA,92058",92058
717,37735696038889,North Terrace Elementary,92058-6880,ELEM,N,33.21915,-117.38004,2020-08-13,"141 Santa Rosa Drive,Oceanside,CA,92058",92058
718,37735696038897,Palmquist Elementary,92054-5685,ELEM,N,33.189628,-117.34938,2020-08-13,"1999 California Street,Oceanside,CA,92054",92054
719,37735696038905,San Luis Rey Elementary,92054-3854,ELEM,N,33.219659,-117.3362,2020-08-13,"3535 Hacienda Drive,Oceanside,CA,92054",92054
720,37735696038913,Santa Margarita Elementary,92058-6699,ELEM,N,33.230925,-117.37907,2020-08-13,"1 Carnes Road,Oceanside,CA,92058",92058
721,37735696038921,South Oceanside Elementary,92054-6017,ELEM,N,33.177487,-117.35807,2020-08-13,"1806 South Horne Street,Oceanside,CA,92054",92054
722,37735696088991,Del Rio Elementary,92057-3811,ELEM,N,33.255349,-117.29486,2020-08-13,"5200 North River Road,Oceanside,CA,92057",92057
723,37735696106546,Reynolds Elementary,92057-4228,ELEM,N,33.255862,-117.3144,2019-02-13,"4575 Douglas Drive,Oceanside,CA,92057",92057
724,37735696108211,Christa McAuliffe Elementary,92056-6311,ELEM,N,33.200502,-117.30626,2020-08-13,"3701 Kelton Drive,Oceanside,CA,92056",92056
725,37735696109995,Ivey Ranch Elementary,92057-8534,ELEM,N,33.219404,-117.30103,2020-08-13,"4275 Via Rancho Road,Oceanside,CA,92057",92057
726,37735696111777,Martin Luther King Jr. Middle,92057-8535,INTMIDJR,N,33.215828,-117.31067,2020-08-13,"1290 Ivey Ranch Road,Oceanside,CA,92057",92057
727,37735696115299,Stuart Mesa Elementary,92058-8016,ELEM,N,33.254199,-117.40995,2020-08-13,"100 Yamanaka Way,Oceanside,CA,92058",92058
728,37735696119713,Nichols Elementary,92057-6539,ELEM,N,33.23807,-117.31559,2020-08-13,"4250 Old Grove Road,Oceanside,CA,92057",92057
